Merek;Model;Daerah;Transmisi;Warna;Jenis;Tahun;Kilometer;Engine Size;Harga
Toyota;Avanza;Jawa_Barat;Automatic;Hitam;MPV;2022;37.000;1.5;200.000.000
Toyota;Avanza;Banten;Automatic;Hitam;MPV;2021;60.600;1.3;172.000.000
Toyota;Avanza;Jawa_Barat;Manual;Hitam;MPV;2021;75.000;1.3;167.000.000
Toyota;Avanza;Jakarta;Automatic;Silver;MPV;2021;57.316;1.5;201.000.000
Toyota;Avanza;Banten;Manual;Abu-Abu;MPV;2022;35.545;1.5;189.000.000
Toyota;Avanza;Jakarta;Automatic;Silver;MPV;2022;43.346;1.5;202.000.000
Toyota;Avanza;Jakarta;Automatic;Hitam;MPV;2021;42.638;1.3;159.000.000
Toyota;Avanza;Jawa_Barat;Manual;Putih;MPV;2019;84.000;1.3;136.000.000
Toyota;Avanza;Jawa_Barat;Automatic;Hitam;MPV;2021;45.000;1.3;164.000.000
Toyota;Avanza;Jawa_Barat;Manual;Putih;MPV;2019;67.000;1.3;139.000.000
Toyota;Avanza;Jawa_Barat;Automatic;Hitam;MPV;2021;60.602;1.3;174.000.000
Toyota;Avanza;Banten;Manual;Putih;MPV;2019;72.807;1.3;139.000.000
Toyota;Avanza;Banten;Manual;Silver;MPV;2021;78.665;1.5;167.000.000
Toyota;Avanza;Jakarta;Automatic;Abu-Abu;MPV;2022;35.000;1.5;201.000.000
Toyota;Avanza;Jakarta;Automatic;Hitam;MPV;2023;10.000;1.3;178.000.000
Toyota;Avanza;Banten;Automatic;Silver;MPV;2020;48.912;1.3;152.000.000
Toyota;Avanza;Banten;Manual;Hitam;MPV;2021;59.288;1.3;167.000.000
Toyota;Avanza;Banten;Manual;Putih;MPV;2021;81.928;1.3;167.000.000
Toyota;Avanza;Banten;Manual;Hitam;MPV;2021;77.289;1.3;167.000.000
Toyota;Avanza;Jakarta;Manual;Putih;MPV;2021;73.927;1.3;164.000.000
Toyota;Avanza;Jawa_Barat;Automatic;Silver;MPV;2021;63.888;1.3;168.000.000
Toyota;Avanza;Banten;Automatic;Hitam;MPV;2019;140.412;1.3;147.000.000
Toyota;Avanza;Banten;Automatic;Hitam;MPV;2024;7.000;1.3;189.500.000
Toyota;Avanza;Banten;Automatic;Abu-Abu;MPV;2023;20.309;1.5;210.000.000
Toyota;Avanza;Jawa_Barat;Automatic;Abu-Abu;MPV;2023;15.000;1.5;211.000.000
Toyota;Avanza;Banten;Automatic;Silver;MPV;2021;39.619;1.5;198.000.000
Toyota;Avanza;Jawa_Barat;Automatic;Putih;MPV;2021;45.762;1.3;168.000.000
Toyota;Avanza;Jakarta;Automatic;Hitam;MPV;2021;70.915;1.3;164.000.000
Toyota;Avanza;Jawa_Barat;Automatic;Putih;MPV;2019;89.432;1.3;147.000.000
Toyota;Avanza;Banten;Automatic;Hitam;MPV;2021;61.770;1.3;164.000.000
Toyota;Avanza;Jakarta;Automatic;Hitam;MPV;2022;27.000;1.5;198.000.000
Toyota;Avanza;Banten;Automatic;Silver;MPV;2023;16.434;1.5;210.000.000
Toyota;Avanza;Banten;Automatic;Putih;MPV;2024;30.064;1.5;223.000.000
Toyota;Avanza;Banten;Automatic;Hitam;MPV;2019;140.411;1.3;147.000.000
Toyota;Avanza;Jakarta;Automatic;Silver;MPV;2021;39.619;1.5;198.000.000
Toyota;Avanza;Jawa_Barat;Automatic;Hitam;MPV;2021;60.602;1.3;174.000.000
Toyota;Avanza;Banten;Manual;Hitam;MPV;2017;99.000;1.3;139.000.000
Toyota;Avanza;Jawa_Barat;Manual;Silver;MPV;2017;79.551;1.3;139.000.000
Toyota;Avanza;Banten;Automatic;Silver;MPV;2017;46.089;1.5;155.000.000
Toyota;Avanza;Jakarta;Automatic;Putih;MPV;2017;83.303;1.3;129.000.000
Toyota;Avanza;Banten;Automatic;Putih;MPV;2018;95.000;1.3;135.500.000
Toyota;Avanza;Jawa_Barat;Manual;Putih;MPV;2018;40.595;1.3;139.000.000
Toyota;Avanza;Jakarta;Automatic;Hitam;MPV;2018;77.094;1.3;155.000.000
Toyota;Avanza;Jakarta;Manual;Silver;MPV;2018;69.220;1.3;128.000.000
Toyota;Veloz;Jakarta;Automatic;Hitam;MPV;2022;14.000;1.5;249.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Hitam;MPV;2021;63.000;1.5;192.000.000
Toyota;Veloz;Banten;Manual;Hitam;MPV;2021;71.195;1.5;176.000.000
Toyota;Veloz;Banten;Manual;Hitam;MPV;2021;66.833;1.5;176.000.000
Toyota;Veloz;Jakarta;Manual;Hitam;MPV;2021;54.639;1.5;176.000.000
Toyota;Veloz;Jawa_Barat;Manual;Silver;MPV;2022;38.895;1.5;215.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Hitam;MPV;2020;38.000;1.5;175.000.000
Toyota;Veloz;Banten;Automatic;Hitam;MPV;2021;14.000;1.5;232.000.000
Toyota;Veloz;Jakarta;Automatic;Putih;MPV;2023;18.000;1.5;244.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Putih;MPV;2023;32.000;1.5;235.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Hitam;MPV;2022;33.000;1.5;230.000.000
Toyota;Veloz;Banten;Automatic;Putih;MPV;2021;39.661;1.5;229.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Hitam;MPV;2021;39.000;1.5;219.500.000
Toyota;Veloz;Jakarta;Automatic;Hitam;MPV;2021;30.580;1.5;234.000.000
Toyota;Veloz;Jakarta;Automatic;Hitam;MPV;2022;19.627;1.5;235.000.000
Toyota;Veloz;Jakarta;Automatic;Silver;MPV;2021;32.780;1.5;232.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Hitam;MPV;2023;17.775;1.5;237.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Silver;MPV;2022;29.740;1.5;243.000.000
Toyota;Veloz;Banten;Automatic;Putih;MPV;2022;27.938;1.5;243.000.000
Toyota;Veloz;Jakarta;Automatic;Silver;MPV;2023;2.941;1.5;252.000.000
Toyota;Veloz;Jakarta;Automatic;Hitam;MPV;2020;18.308;1.5;180.000.000
Toyota;Veloz;Jakarta;Automatic;Silver;MPV;2023;15.264;1.5;250.000.000
Toyota;Veloz;Jakarta;Automatic;Hitam;MPV;2020;39.500;1.5;175.000.000
Toyota;Veloz;Banten;Automatic;Putih;MPV;2020;56.380;1.5;170.000.000
Toyota;Veloz;Jakarta;Automatic;Putih;MPV;2022;48.395;1.5;240.000.000
Toyota;Veloz;Jakarta;Automatic;Silver;MPV;2022;37.590;1.5;242.000.000
Toyota;Veloz;Jakarta;Automatic;Silver;MPV;2021;27.490;1.5;233.000.000
Toyota;Veloz;Jakarta;Automatic;Hitam;MPV;2022;26.380;1.5;234.000.000
Toyota;Veloz;Jakarta;Automatic;Hitam;MPV;2023;24.800;1.5;235.000.000
Toyota;Veloz;Jakarta;Automatic;Silver;MPV;2021;5.680;1.5;236.000.000
Toyota;Veloz;Jakarta;Automatic;Hitam;MPV;2023;12.490;1.5;236.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Hitam;MPV;2020;15.780;1.5;180.000.000
Toyota;Veloz;Jakarta;Automatic;Silver;MPV;2020;25.456;1.5;176.000.000
Toyota;Veloz;Banten;Automatic;Putih;MPV;2022;38.020;1.5;242.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Silver;MPV;2023;19.750;1.5;250.000.000
Toyota;Veloz;Banten;Automatic;Putih;MPV;2023;15.627;1.5;245.000.000
Toyota;Veloz;Jakarta;Automatic;Silver;MPV;2020;36.570;1.5;175.000.000
Toyota;Veloz;Banten;Automatic;Hitam;MPV;2023;4.356;1.5;240.000.000
Toyota;Veloz;Jakarta;Automatic;Hitam;MPV;2021;18.308;1.5;242.000.000
Toyota;Veloz;Jakarta;Automatic;Putih;MPV;2020;34.450;1.5;173.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Putih;MPV;2021;23.690;1.5;230.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Hitam;MPV;2021;25.480;1.5;235.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Hitam;MPV;2020;31.460;1.5;172.000.000
Toyota;Veloz;Jakarta;Automatic;Putih;MPV;2023;34.000;1.5;240.000.000
Toyota;Veloz;Banten;Automatic;Hitam;MPV;2020;23.748;1.5;178.000.000
Toyota;Veloz;Banten;Automatic;Silver;MPV;2023;38.490;1.5;245.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Hitam;MPV;2020;29.757;1.5;177.000.000
Toyota;Veloz;Banten;Automatic;Hitam;MPV;2021;24.345;1.5;235.000.000
Toyota;Veloz;Jawa_Barat;Automatic;Hitam;MPV;2020;15.460;1.5;175.000.000
Toyota;Veloz;Jakarta;Automatic;Silver;MPV;2023;45.890;1.5;244.000.000
Toyota;Agya;Banten;Automatic;Putih;Hatchback;2022;34.000;1.2;134.000.000
Toyota;Agya;Banten;Automatic;Abu-Abu;Hatchback;2024;26.474;1.2;159.000.000
Toyota;Agya;Jakarta;Manual;Hitam;Hatchback;2021;24.957;1.2;116.000.000
Toyota;Agya;Jawa_Barat;Automatic;Kuning;Hatchback;2019;51.651;1.2;123.000.000
Toyota;Agya;Jawa_Barat;Automatic;Hitam;Hatchback;2023;39.000;1.2;152.000.000
Toyota;Agya;Jawa_Barat;Manual;Putih;Hatchback;2023;21.000;1.2;159.000.000
Toyota;Agya;Jawa_Barat;Automatic;Hitam;Hatchback;2022;18.262;1.2;141.000.000
Toyota;Agya;Jakarta;Manual;Putih;Hatchback;2018;57.690;1.2;108.000.000
Toyota;Agya;Jawa_Barat;Automatic;Merah;Hatchback;2017;42.000;1.2;121.000.000
Toyota;Agya;Jawa_Barat;Manual;Putih;Hatchback;2019;51.000;1.2;122.000.000
Toyota;Agya;Jawa_Barat;Automatic;Hitam;Hatchback;2024;35.899;1.2;163.000.000
Toyota;Agya;Jawa_Barat;Automatic;Putih;Hatchback;2017;63.000;1.2;120.000.000
Toyota;Agya;Jakarta;Automatic;Putih;Hatchback;2024;24.368;1.2;176.000.000
Toyota;Agya;Jawa_Barat;Manual;Putih;Hatchback;2021;30.942;1.2;126.000.000
Toyota;Agya;Jawa_Barat;Automatic;Abu-Abu;Hatchback;2023;31.000;1.2;153.000.000
Toyota;Agya;Jawa_Barat;Manual;Putih;Hatchback;2021;50.469;1.2;125.000.000
Toyota;Agya;Banten;Automatic;Silver;Hatchback;2018;73.676;1.2;126.000.000
Toyota;Agya;Jawa_Barat;Manual;Abu-Abu;Hatchback;2021;25.000;1.2;124.000.000
Toyota;Agya;Jawa_Barat;Automatic;Putih;Hatchback;2023;21.894;1.2;159.000.000
Toyota;Agya;Jawa_Barat;Automatic;Abu-Abu;Hatchback;2023;31.648;1.2;152.000.000
Toyota;Agya;Jakarta;Manual;Hitam;Hatchback;2017;21.340;1.2;97.000.000
Toyota;Agya;Banten;Manual;Hitam;Hatchback;2024;27.992;1.2;157.000.000
Toyota;Agya;Banten;Automatic;Hitam;Hatchback;2024;26.703;1.2;179.000.000
Toyota;Agya;Banten;Automatic;Putih;Hatchback;2024;18.089;1.2;183.000.000
Toyota;Agya;Jawa_Barat;Automatic;Merah;Hatchback;2023;8.821;1.2;157.000.000
Toyota;Agya;Banten;Manual;Putih;Hatchback;2024;3.453;1.2;159.000.000
Toyota;Agya;Banten;Manual;Putih;Hatchback;2024;5.091;1.2;155.000.000
Toyota;Agya;Banten;Manual;Kuning;Hatchback;2024;8.000;1.2;149.500.000
Toyota;Agya;Jakarta;Manual;Abu-Abu;Hatchback;2022;28.268;1.2;129.000.000
Toyota;Agya;Jawa_Barat;Automatic;Silver;Hatchback;2021;42.440;1.2;136.000.000
Toyota;Agya;Jawa_Barat;Automatic;Putih;Hatchback;2022;35.421;1.2;149.000.000
Toyota;Agya;Jawa_Barat;Automatic;Silver;Hatchback;2022;42.440;1.2;136.000.000
Toyota;Agya;Jakarta;Automatic;Putih;Hatchback;2022;11.172;1.2;140.000.000
Toyota;Agya;Jawa_Barat;Automatic;Putih;Hatchback;2022;5.167;1.2;142.000.000
Toyota;Agya;Banten;Automatic;Hitam;Hatchback;2021;42.440;1.2;137.000.000
Toyota;Agya;Jawa_Barat;Automatic;Putih;Hatchback;2021;26.456;1.2;144.000.000
Toyota;Agya;Jawa_Barat;Automatic;Abu-Abu;Hatchback;2022;40.000;1.2;140.000.000
Toyota;Agya;Jakarta;Automatic;Merah;Hatchback;2022;39.756;1.2;149.000.000
Toyota;Agya;Jakarta;Automatic;Putih;Hatchback;2023;24.367;1.2;176.000.000
Toyota;Agya;Jawa_Barat;Automatic;Silver;Hatchback;2017;66.000;1.2;114.000.000
Toyota;Agya;Banten;Manual;Hitam;Hatchback;2024;27.922;1.2;157.000.000
Toyota;Agya;Banten;Automatic;Merah;Hatchback;2023;36.697;1.2;149.000.000
Toyota;Agya;Jakarta;Automatic;Putih;Hatchback;2023;27.658;1.2;183.000.000
Toyota;Agya;Jawa_Barat;Manual;Putih;Hatchback;2024;2.100;1.2;160.000.000
Toyota;Agya;Banten;Manual;Putih;Hatchback;2018;46.328;1.2;108.000.000
Toyota;Agya;Jawa_Barat;Automatic;Silver;Hatchback;2017;54.728;1.2;117.000.000
Toyota;Agya;Banten;Automatic;Merah;Hatchback;2023;36.697;1.2;151.000.000
Toyota;Agya;Banten;Manual;Abu-Abu;Hatchback;2021;24.967;1.2;126.000.000
Toyota;Agya;Jawa_Barat;Manual;Hitam;Hatchback;2023;15.158;1.2;129.000.000
Toyota;Agya;Jawa_Barat;Automatic;Silver;Hatchback;2022;7.406;1.2;144.000.000
Toyota;Agya;Banten;Automatic;Kuning;Hatchback;2019;51.658;1.2;123.000.000
Toyota;Agya;Jawa_Barat;Manual;Putih;Hatchback;2019;53.040;1.2;122.000.000
Toyota;Agya;Jakarta;Manual;Hitam;Hatchback;2017;38.509;1.2;89.000.000
Toyota;Agya;Jakarta;Automatic;Silver;Hatchback;2017;66.000;1.2;114.000.000
Toyota;Calya;Jakarta;Automatic;Silver;MPV;2024;10.000;1.2;149.000.000
Toyota;Calya;Jakarta;Automatic;Silver;MPV;2021;56.030;1.2;131.000.000
Toyota;Calya;Jakarta;Automatic;Silver;MPV;2020;50.678;1.2;127.000.000
Toyota;Calya;Jawa_Barat;Automatic;Silver;MPV;2020;42.000;1.2;127.000.000
Toyota;Calya;Jawa_Barat;Automatic;Silver;MPV;2020;45.195;1.2;127.000.000
Toyota;Calya;Jawa_Barat;Automatic;Merah;MPV;2020;72.000;1.2;129.000.000
Toyota;Calya;Jawa_Barat;Automatic;Silver;MPV;2020;51.396;1.2;127.000.000
Toyota;Calya;Jakarta;Automatic;Abu-Abu;MPV;2023;6.726;1.2;148.000.000
Toyota;Calya;Jakarta;Automatic;Silver;MPV;2021;46.762;1.2;131.000.000
Toyota;Calya;Jakarta;Automatic;Orange;MPV;2020;12.845;1.2;128.000.000
Toyota;Calya;Jawa_Barat;Automatic;Silver;MPV;2020;39.275;1.2;127.000.000
Toyota;Calya;Banten;Automatic;Abu-Abu;MPV;2018;74.875;1.2;114.000.000
Toyota;Calya;Banten;Automatic;Silver;MPV;2022;18.366;1.2;140.000.000
Toyota;Calya;Jakarta;Automatic;Hitam;MPV;2022;25.000;1.2;139.000.000
Toyota;Calya;Banten;Automatic;Silver;MPV;2024;2.745;1.2;140.000.000
Toyota;Calya;Banten;Automatic;Merah;MPV;2019;80.333;1.2;121.000.000
Toyota;Calya;Jawa_Barat;Manual;Merah;MPV;2019;24.492;1.2;124.000.000
Toyota;Calya;Banten;Automatic;Silver;MPV;2016;97.817;1.2;104.000.000
Toyota;Calya;Jawa_Barat;Manual;Silver;MPV;2021;55.811;1.2;128.000.000
Toyota;Calya;Jakarta;Automatic;Silver;MPV;2016;97.817;1.2;106.000.000
Toyota;Calya;Jakarta;Automatic;Hitam;MPV;2022;26.507;1.2;145.000.000
Toyota;Calya;Banten;Automatic;Merah;MPV;2020;71.537;1.2;128.000.000
Toyota;Calya;Jakarta;Automatic;Silver;MPV;2023;52.052;1.2;147.000.000
Toyota;Calya;Jawa_Barat;Manual;Hitam;MPV;2018;72.067;1.2;112.000.000
Toyota;Calya;Jakarta;Manual;Silver;MPV;2024;2.745;1.2;140.000.000
Toyota;Calya;Jakarta;Manual;Silver;MPV;2024;2.044;1.2;141.000.000
Toyota;Calya;Jakarta;Manual;Abu-Abu;MPV;2021;55.896;1.2;124.000.000
Toyota;Calya;Jawa_Barat;Automatic;Hitam;MPV;2023;43.719;1.2;149.000.000
Toyota;Calya;Jakarta;Automatic;Silver;MPV;2023;52.052;1.2;144.000.000
Toyota;Calya;Jakarta;Automatic;Abu-Abu;MPV;2021;42.820;1.2;132.000.000
Toyota;Calya;Jakarta;Automatic;Silver;MPV;2022;18.365;1.2;142.000.000
Toyota;Calya;Jakarta;Automatic;Putih;MPV;2021;30.000;1.2;120.000.000
Toyota;Calya;Banten;Automatic;Abu-Abu;MPV;2018;74.874;1.2;115.000.000
Toyota;Calya;Jakarta;Manual;Putih;MPV;2021;30.818;1.2;115.000.000
Toyota;Calya;Jakarta;Automatic;Silver;MPV;2024;10.000;1.2;149.000.000
Toyota;Calya;Jawa_Barat;Automatic;Abu-Abu;MPV;2018;74.874;1.2;116.000.000
Toyota;Calya;Banten;Automatic;Merah;MPV;2020;71.537;1.2;129.000.000
Toyota;Calya;Jawa_Barat;Manual;Abu-Abu;MPV;2022;12.000;1.2;132.000.000
Toyota;Calya;Banten;Automatic;Abu-Abu;MPV;2017;43.115;1.2;103.000.000
Toyota;Calya;Jawa_Barat;Manual;Abu-Abu;MPV;2018;88.005;1.2;98.000.000
Toyota;Calya;Banten;Manual;Abu-Abu;MPV;2019;47.591;1.2;110.000.000
Toyota;Calya;Jakarta;Manual;Abu-Abu;MPV;2022;12.000;1.2;132.000.000
Toyota;Calya;Banten;Automatic;Putih;MPV;2017;74.029;1.2;110.000.000
Toyota;Calya;Jawa_Barat;Manual;Hitam;MPV;2018;7.066;1.2;114.000.000
Toyota;Calya;Jakarta;Automatic;Silver;MPV;2020;51.445;1.2;128.000.000
Toyota;Calya;Banten;Automatic;Putih;MPV;2022;9.500;1.2;133.500.000
Toyota;Calya;Jakarta;Automatic;Merah;MPV;2017;89.226;1.2;100.000.000
Toyota;Calya;Jakarta;Automatic;Merah;MPV;2017;72.000;1.2;101.000.000
Toyota;Calya;Jakarta;Automatic;Silver;MPV;2017;74.454;1.2;102.000.000
Toyota;Calya;Jakarta;Automatic;Hitam;MPV;2016;55.998;1.2;98.000.000
Toyota;Raize;Jawa_Barat;Automatic;Putih;SUV;2023;22.579;1.0;201.000.000
Toyota;Raize;Jakarta;Automatic;Biru;SUV;2022;33.183;1.0;192.000.000
Toyota;Raize;Jawa_Barat;Automatic;Putih;SUV;2023;10.000;1.0;203.000.000
Toyota;Raize;Jakarta;Automatic;Hitam;SUV;2022;26.407;1.0;197.000.000
Toyota;Raize;Banten;Automatic;Merah;SUV;2024;2.195;1.0;210.000.000
Toyota;Raize;Jakarta;Automatic;Merah;SUV;2022;9.103;1.0;188.000.000
Toyota;Raize;Jakarta;Automatic;Putih;SUV;2021;46.557;1.0;189.000.000
Toyota;Raize;Jakarta;Automatic;Hitam;SUV;2021;46.142;1.0;189.000.000
Toyota;Raize;Jakarta;Automatic;Kuning;SUV;2021;30.020;1.0;194.000.000
Toyota;Raize;Jawa_Barat;Automatic;Putih;SUV;2023;10.200;1.0;203.000.000
Toyota;Raize;Jakarta;Automatic;Kuning;SUV;2021;11.987;1.0;192.000.000
Toyota;Raize;Banten;Automatic;Putih;SUV;2023;8.765;1.0;197.000.000
Toyota;Raize;Jawa_Barat;Automatic;Biru;SUV;2023;9.456;1.0;187.000.000
Toyota;Raize;Banten;Automatic;Merah;SUV;2022;15.030;1.0;189.000.000
Toyota;Raize;Jawa_Barat;Automatic;Hitam;SUV;2021;7.654;1.0;189.000.000
Toyota;Raize;Jawa_Barat;Automatic;Putih;SUV;2021;8.954;1.0;188.000.000
Toyota;Raize;Jakarta;Automatic;Merah;SUV;2021;9.432;1.0;186.000.000
Toyota;Raize;Banten;Automatic;Merah;SUV;2021;11.903;1.0;187.000.000
Toyota;Raize;Banten;Automatic;Putih;SUV;2022;16.087;1.0;197.000.000
Toyota;Raize;Jakarta;Automatic;Merah;SUV;2021;11.864;1.0;187.000.000
Toyota;Raize;Jakarta;Automatic;Kuning;SUV;2021;10.986;1.0;188.000.000
Toyota;Raize;Jakarta;Automatic;Kuning;SUV;2022;17.864;1.0;196.000.000
Toyota;Raize;Banten;Automatic;Merah;SUV;2021;19.764;1.0;185.000.000
Toyota;Raize;Jakarta;Automatic;Merah;SUV;2022;7.643;1.0;190.000.000
Toyota;Raize;Jakarta;Automatic;Biru;SUV;2023;5.023;1.0;197.000.000
Toyota;Raize;Jawa_Barat;Automatic;Biru;SUV;2021;45.900;1.0;184.000.000
Toyota;Raize;Banten;Automatic;Putih;SUV;2023;66.759;1.0;202.000.000
Toyota;Raize;Jakarta;Automatic;Hitam;SUV;2022;54.300;1.0;192.000.000
Toyota;Raize;Jawa_Barat;Automatic;Hitam;SUV;2023;50.987;1.0;202.000.000
Toyota;Raize;Jakarta;Automatic;Putih;SUV;2021;15.900;1.0;189.000.000
Toyota;Raize;Jawa_Barat;Automatic;Merah;SUV;2022;42.098;1.0;191.000.000
Toyota;Raize;Jakarta;Automatic;Merah;SUV;2021;21.900;1.0;187.000.000
Toyota;Raize;Jawa_Barat;Automatic;Hitam;SUV;2021;25.980;1.0;189.000.000
Toyota;Raize;Jawa_Barat;Automatic;Putih;SUV;2023;80.350;1.0;201.000.000
Toyota;Raize;Jakarta;Automatic;Putih;SUV;2022;45.050;1.0;188.000.000
Toyota;Raize;Jawa_Barat;Automatic;Merah;SUV;2021;67.900;1.0;187.000.000
Toyota;Raize;Banten;Automatic;Biru;SUV;2023;5.900;1.0;196.000.000
Toyota;Raize;Banten;Automatic;Putih;SUV;2021;70.985;1.0;189.000.000
Toyota;Raize;Banten;Automatic;Putih;SUV;2022;40.900;1.0;192.000.000
Toyota;Raize;Jakarta;Automatic;Putih;SUV;2023;5.900;1.0;202.000.000
Toyota;Raize;Jakarta;Automatic;Putih;SUV;2022;57.000;1.0;191.000.000
Toyota;Raize;Jakarta;Automatic;Merah;SUV;2023;15.090;1.0;200.000.000
Toyota;Raize;Jakarta;Automatic;Merah;SUV;2021;89.700;1.0;186.000.000
Toyota;Raize;Banten;Automatic;Merah;SUV;2022;54.900;1.0;192.000.000
Toyota;Raize;Banten;Automatic;Kuning;SUV;2021;60.980;1.0;187.000.000
Toyota;Raize;Jawa_Barat;Automatic;Kuning;SUV;2021;90.500;1.0;187.000.000
Toyota;Raize;Jawa_Barat;Automatic;Putih;SUV;2022;59.800;1.0;192.000.000
Toyota;Raize;Banten;Automatic;Hitam;SUV;2022;45.680;1.0;195.000.000
Toyota;Raize;Jakarta;Automatic;Kuning;SUV;2021;89.765;1.0;188.000.000
Toyota;Raize;Banten;Automatic;Hitam;SUV;2022;79.650;1.0;194.000.000
Toyota;Yaris;Jakarta;Automatic;Merah;Hatchback;2023;14.305;1.2;250.000.000
Toyota;Yaris;Jawa_Barat;Automatic;Putih;Hatchback;2023;15.406;1.2;253.000.000
Toyota;Yaris;Jawa_Barat;Automatic;Merah;Hatchback;2022;20.567;1.2;234.000.000
