Merek;Model;Daerah;Transmisi;Warna;Jenis;Tahun;Kilometer;Engine Size;Harga
Daihatsu;Xenia;Jakarta;Automatic;Abu-Abu;MPV;2022;23.409;1.5;211.000.000
Daihatsu;Xenia;Jakarta;Automatic;Hitam;MPV;2021;43.798;1.5;171.000.000
Honda;Brio;Banten;Automatic;Merah;MPV;2017;87.640;1.2;121.000.000
Honda;Brio;Jawa_Barat;Automatic;Silver;MPV;2022;12.864;1.2;158.000.000
Honda;Brio;Jakarta;Automatic;Merah;MPV;2020;31.713;1.2;149.000.000
Honda;Brio;Jakarta;Automatic;Hitam;MPV;2021;28.759;1.2;157.000.000
Honda;Brio;Jakarta;Automatic;Silver;MPV;2022;17.650;1.2;157.000.000
Honda;Brio;Banten;Automatic;Merah;MPV;2023;3.741;1.2;165.000.000
Honda;Brio;Jakarta;Automatic;Putih;MPV;2019;57.640;1.2;145.000.000
Honda;Brio;Jawa_Barat;Manual;Silver;MPV;2017;78.690;1.2;115.000.000
Honda;Brio;Jakarta;Automatic;Hitam;MPV;2023;5.937;1.2;166.000.000
Honda;Brio;Jakarta;Automatic;Abu-Abu;MPV;2022;19.860;1.2;159.000.000
Honda;Brio;Jawa_Barat;Automatic;Putih;MPV;2018;98.670;1.2;131.000.000
Honda;Brio;Jawa_Barat;Manual;Putih;MPV;2019;78.590;1.2;124.000.000
Honda;Brio;Banten;Automatic;Abu-Abu;MPV;2019;67.590;1.2;144.000.000
Honda;Brio;Jawa_Barat;Manual;Hitam;MPV;2020;59.328;1.2;126.000.000
Honda;Brio;Banten;Manual;Putih;MPV;2022;32.050;1.2;149.000.000
Honda;Brio;Banten;Automatic;Merah;MPV;2020;45.968;1.2;149.000.000
Honda;Brio;Banten;Manual;Hitam;MPV;2017;96.402;1.2;116.000.000
Honda;Brio;Jawa_Barat;Automatic;Abu-Abu;MPV;2021;39.584;1.2;156.000.000
Honda;Brio;Jawa_Barat;Automatic;Silver;MPV;2020;43.940;1.2;150.000.000
Honda;Brio;Jakarta;Automatic;Merah;MPV;2022;23.200;1.2;156.000.000
Honda;Brio;Banten;Manual;Putih;MPV;2021;38.570;1.2;128.000.000
Honda;Brio;Banten;Automatic;Abu-Abu;MPV;2023;3.200;1.2;166.000.000
Honda;Brio;Jakarta;Manual;Hitam;MPV;2023;4.350;1.2;152.000.000
Honda;Brio;Jakarta;Automatic;Putih;MPV;2017;91.203;1.2;122.000.000
Honda;Brio;Jawa_Barat;Manual;Silver;MPV;2020;45.860;1.2;125.000.000
Honda;Brio;Banten;Manual;Hitam;MPV;2023;5.670;1.2;152.000.000
Honda;Brio;Banten;Manual;Merah;MPV;2021;34.120;1.2;127.000.000
Honda;Brio;Jakarta;Automatic;Putih;MPV;2022;21.480;1.2;157.000.000
Honda;Brio;Banten;Manual;Abu-Abu;MPV;2023;12.458;1.2;152.000.000
Honda;Brio;Banten;Automatic;Hitam;MPV;2018;86.759;1.2;130.000.000
Honda;Brio;Jakarta;Automatic;Hitam;MPV;2023;8.675;1.2;165.000.000
Honda;Brio;Banten;Manual;Hitam;MPV;2019;76.430;1.2;125.000.000
Honda;Brio;Jawa_Barat;Manual;Putih;MPV;2022;23.850;1.2;148.000.000
Honda;Brio;Jakarta;Automatic;Abu-Abu;MPV;2019;87.643;1.2;146.000.000
Honda;Brio;Jawa_Barat;Manual;Abu-Abu;MPV;2018;95.420;1.2;109.000.000
Honda;Brio;Banten;Automatic;Merah;MPV;2021;36.890;1.2;155.000.000
Honda;Brio;Banten;Manual;Merah;MPV;2019;85.204;1.2;124.000.000
Honda;Brio;Jawa_Barat;Manual;Merah;MPV;2023;8.574;1.2;151.000.000
Honda;Brio;Banten;Manual;Silver;MPV;2021;31.103;1.2;128.000.000
Honda;Brio;Jakarta;Automatic;Merah;MPV;2017;93.250;1.2;121.000.000
Honda;Brio;Banten;Manual;Merah;MPV;2018;85.728;1.2;108.000.000
Honda;Brio;Jakarta;Manual;Merah;MPV;2020;48.970;1.2;123.000.000
Honda;Brio;Jawa_Barat;Automatic;Merah;MPV;2018;82.450;1.2;128.000.000
Honda;Brio;Jakarta;Manual;Silver;MPV;2021;34.970;1.2;128.000.000
Honda;Brio;Banten;Manual;Merah;MPV;2017;96.825;1.2;115.000.000
Honda;Brio;Jakarta;Manual;Putih;MPV;2022;32.580;1.2;147.000.000
Honda;Brio;Jawa_Barat;Manual;Merah;MPV;2022;29.680;1.2;146.000.000
Honda;Brio;Jawa_Barat;Automatic;Hitam;MPV;2022;23.860;1.2;157.000.000
Honda;Brio;Banten;Manual;Abu-Abu;MPV;2020;59.080;1.2;125.000.000
Honda;Brio;Jawa_Barat;Manual;Silver;MPV;2019;89.040;1.2;125.000.000
Honda;BRV;Jawa_Barat;Automatic;Putih;MPV;2018;70.934;1.5;182.000.000
Honda;BRV;Banten;Automatic;Hitam;MPV;2018;67.820;1.5;181.000.000
Honda;BRV;Banten;Automatic;Silver;MPV;2018;65.739;1.5;182.000.000
Honda;BRV;Jakarta;Automatic;Abu-Abu;MPV;2020;29.485;1.5;196.000.000
Honda;BRV;Jakarta;Automatic;Silver;MPV;2020;26.479;1.5;203.000.000
Honda;BRV;Jawa_Barat;Automatic;Silver;MPV;2022;12.958;1.5;238.000.000
Honda;BRV;Banten;Automatic;Hitam;MPV;2018;97.840;1.5;180.000.000
Honda;BRV;Jawa_Barat;Automatic;Abu-Abu;MPV;2022;19.867;1.5;239.000.000
Honda;BRV;Jakarta;Automatic;Abu-Abu;MPV;2023;7.658;1.5;242.000.000
Honda;BRV;Jawa_Barat;Automatic;Silver;MPV;2018;86.904;1.5;181.000.000
Honda;BRV;Banten;Automatic;Abu-Abu;MPV;2022;29.458;1.5;235.000.000
Honda;BRV;Banten;Automatic;Silver;MPV;2017;29.376;1.5;177.000.000
Honda;BRV;Jakarta;Automatic;Hitam;MPV;2020;28.690;1.5;202.000.000
Honda;BRV;Banten;Automatic;Putih;MPV;2021;17.462;1.5;222.000.000
Honda;BRV;Banten;Automatic;Hitam;MPV;2023;5.768;1.5;241.000.000
Honda;BRV;Jawa_Barat;Automatic;Hitam;MPV;2020;39.435;1.5;202.000.000
Honda;BRV;Jawa_Barat;Automatic;Silver;MPV;2017;71.291;1.5;156.000.000
Honda;BRV;Jawa_Barat;Automatic;Abu-Abu;MPV;2017;86.739;1.5;158.000.000
Honda;BRV;Jawa_Barat;Automatic;Abu-Abu;MPV;2021;34.809;1.5;223.000.000
Honda;BRV;Jawa_Barat;Automatic;Hitam;MPV;2021;27.345;1.5;221.000.000
Honda;BRV;Jawa_Barat;Automatic;Hitam;MPV;2021;26.573;1.5;222.000.000
Honda;BRV;Banten;Automatic;Hitam;MPV;2023;7.583;1.5;240.000.000
Honda;BRV;Banten;Automatic;Abu-Abu;MPV;2022;14.357;1.5;235.000.000
Honda;BRV;Jakarta;Automatic;Putih;MPV;2019;56.084;1.5;182.000.000
Honda;BRV;Jawa_Barat;Automatic;Abu-Abu;MPV;2020;48.356;1.5;202.000.000
Honda;BRV;Jawa_Barat;Automatic;Putih;MPV;2020;34.750;1.5;201.000.000
Honda;BRV;Jawa_Barat;Automatic;Hitam;MPV;2018;98.390;1.5;180.000.000
Honda;BRV;Jakarta;Automatic;Hitam;MPV;2023;3.285;1.5;240.000.000
Honda;BRV;Jakarta;Automatic;Hitam;MPV;2022;14.285;1.5;233.000.000
Honda;BRV;Jakarta;Automatic;Hitam;MPV;2020;45.936;1.5;202.000.000
Honda;BRV;Banten;Automatic;Putih;MPV;2022;28.538;1.5;233.000.000
Honda;BRV;Jawa_Barat;Automatic;Silver;MPV;2018;86.370;1.5;183.000.000
Honda;BRV;Jakarta;Automatic;Abu-Abu;MPV;2021;34.850;1.5;223.000.000
Honda;BRV;Jawa_Barat;Automatic;Silver;MPV;2017;65.471;1.5;167.000.000
Honda;BRV;Jakarta;Automatic;Abu-Abu;MPV;2023;7.684;1.5;243.000.000
Honda;BRV;Banten;Automatic;Hitam;MPV;2017;90.648;1.5;177.000.000
Honda;BRV;Jawa_Barat;Automatic;Abu-Abu;MPV;2017;87.673;1.5;167.000.000
Honda;BRV;Jawa_Barat;Automatic;Putih;MPV;2021;28.529;1.5;222.000.000
Honda;BRV;Banten;Automatic;Silver;MPV;2020;45.830;1.5;186.000.000
Honda;BRV;Jakarta;Automatic;Hitam;MPV;2019;96.380;1.5;180.000.000
Honda;BRV;Jakarta;Automatic;Hitam;MPV;2021;18.520;1.5;221.000.000
Honda;BRV;Jawa_Barat;Automatic;Hitam;MPV;2023;7.683;1.5;242.000.000
Honda;BRV;Banten;Automatic;Putih;MPV;2018;96.372;1.5;181.000.000
Honda;BRV;Jawa_Barat;Automatic;Putih;MPV;2020;38.525;1.5;202.000.000
Honda;BRV;Jakarta;Automatic;Putih;MPV;2020;29.852;1.5;203.000.000
Honda;BRV;Banten;Automatic;Silver;MPV;2022;24.768;1.5;234.000.000
Honda;BRV;Banten;Automatic;Silver;MPV;2023;8.390;1.5;245.000.000
Honda;BRV;Banten;Automatic;Putih;MPV;2017;75.684;1.5;167.000.000
Honda;BRV;Jakarta;Automatic;Putih;MPV;2023;9.684;1.5;242.000.000
Honda;BRV;Jakarta;Automatic;Putih;MPV;2020;35.208;1.5;202.000.000
Honda;CRV;Jawa_Barat;Automatic;Silver;SUV;2018;98.659;1.5;205.000.000
Honda;CRV;Jakarta;Automatic;Putih;SUV;2017;50.743;1.5;207.000.000
Honda;CRV;Banten;Automatic;Abu-Abu;SUV;2023;2.348;1.5;309.000.000
Honda;CRV;Jawa_Barat;Automatic;Abu-Abu;SUV;2017;76.840;1.5;206.000.000
Honda;CRV;Jawa_Barat;Automatic;Hitam;SUV;2020;39.482;1.5;234.000.000
Honda;CRV;Banten;Automatic;Silver;SUV;2022;28.592;1.5;287.500.000
Honda;CRV;Jakarta;Automatic;Hitam;SUV;2019;53.020;1.5;238.000.000
Honda;CRV;Banten;Automatic;Putih;SUV;2021;23.492;1.5;239.000.000
Honda;CRV;Jawa_Barat;Automatic;Putih;SUV;2017;105.980;1.5;204.000.000
Honda;CRV;Jawa_Barat;Automatic;Silver;SUV;2022;23.527;1.5;285.000.000
Honda;CRV;Banten;Automatic;Hitam;SUV;2020;48.305;1.5;232.000.000
Honda;CRV;Banten;Automatic;Hitam;SUV;2021;39.408;1.5;248.000.000
Honda;CRV;Jawa_Barat;Automatic;Abu-Abu;SUV;2021;25.829;1.5;245.000.000
Honda;CRV;Jakarta;Automatic;Hitam;SUV;2022;45.890;1.5;280.000.000
Honda;CRV;Banten;Automatic;Hitam;SUV;2020;67.864;1.5;235.000.000
Honda;CRV;Banten;Automatic;Abu-Abu;SUV;2022;38.590;1.5;283.000.000
Honda;CRV;Banten;Automatic;Putih;SUV;2021;56.849;1.5;239.000.000
Honda;CRV;Jakarta;Automatic;Putih;SUV;2019;86.784;1.5;235.000.000
Honda;CRV;Jakarta;Automatic;Hitam;SUV;2023;14.590;1.5;317.000.000
Honda;CRV;Banten;Automatic;Hitam;SUV;2020;75.930;1.5;234.000.000
Honda;CRV;Jakarta;Automatic;Hitam;SUV;2023;15.869;1.5;315.000.000
Honda;CRV;Jakarta;Automatic;Putih;SUV;2017;98.539;1.5;205.000.000
Honda;CRV;Jawa_Barat;Automatic;Putih;SUV;2022;43.492;1.5;282.000.000
Honda;CRV;Banten;Automatic;Hitam;SUV;2023;14.819;1.5;318.000.000
Honda;CRV;Jakarta;Automatic;Putih;SUV;2021;24.828;1.5;238.000.000
Honda;CRV;Jawa_Barat;Automatic;Abu-Abu;SUV;2023;12.934;1.5;310.000.000
Honda;CRV;Banten;Automatic;Hitam;SUV;2023;6.788;1.5;317.000.000
Honda;CRV;Jawa_Barat;Automatic;Abu-Abu;SUV;2020;39.850;1.5;232.000.000
Honda;CRV;Jakarta;Automatic;Abu-Abu;SUV;2021;29.348;1.5;244.000.000
Honda;CRV;Jawa_Barat;Automatic;Putih;SUV;2022;17.689;1.5;281.000.000
Honda;CRV;Jawa_Barat;Automatic;Abu-Abu;SUV;2018;67.859;1.5;229.000.000
Honda;CRV;Banten;Automatic;Abu-Abu;SUV;2019;58.459;1.5;232.000.000
Honda;CRV;Banten;Automatic;Putih;SUV;2020;34.982;1.5;230.000.000
Honda;CRV;Banten;Automatic;Hitam;SUV;2018;69.803;1.5;215.000.000
Honda;CRV;Banten;Automatic;Hitam;SUV;2017;124.000;1.5;173.000.000
Honda;CRV;Jakarta;Automatic;Putih;SUV;2019;53.242;1.5;235.000.000
Honda;CRV;Banten;Automatic;Hitam;SUV;2017;93.753;1.5;173.000.000
Honda;CRV;Jawa_Barat;Automatic;Putih;SUV;2017;93.420;1.5;172.000.000
Honda;CRV;Banten;Automatic;Putih;SUV;2018;65.274;1.5;220.000.000
Honda;CRV;Jakarta;Automatic;Abu-Abu;SUV;2020;32.482;1.5;232.000.000
Honda;CRV;Jawa_Barat;Automatic;Hitam;SUV;2018;89.025;1.5;216.000.000
Honda;CRV;Jawa_Barat;Automatic;Putih;SUV;2021;32.527;1.5;258.000.000
Honda;CRV;Jawa_Barat;Automatic;Hitam;SUV;2019;75.820;1.5;238.000.000
Honda;CRV;Banten;Automatic;Hitam;SUV;2023;14.830;1.5;318.000.000
Honda;CRV;Jawa_Barat;Automatic;Putih;SUV;2021;57.389;1.5;239.000.000
Honda;CRV;Jakarta;Automatic;Putih;SUV;2021;48.290;1.5;248.000.000
Honda;CRV;Jawa_Barat;Automatic;Abu-Abu;SUV;2022;32.482;1.5;283.000.000
Honda;CRV;Jawa_Barat;Automatic;Hitam;SUV;2021;38.769;1.5;244.000.000
Honda;CRV;Jakarta;Automatic;Hitam;SUV;2018;87.670;1.5;216.000.000
Honda;CRV;Jawa_Barat;Automatic;Putih;SUV;2023;5.480;1.5;317.000.000
Honda;HRV;Jakarta;Automatic;Putih;SUV;2017;108.390;1.5;207.000.000
Honda;HRV;Banten;Automatic;Abu-Abu;SUV;2023;8.670;1.5;309.000.000
Honda;HRV;Jawa_Barat;Automatic;Hitam;SUV;2023;5.392;1.5;325.000.000
Honda;HRV;Banten;Automatic;Abu-Abu;SUV;2023;8.694;1.5;310.000.000
Honda;HRV;Jakarta;Automatic;Silver;SUV;2021;28.670;1.5;239.000.000
Honda;HRV;Jakarta;Automatic;Silver;SUV;2021;25.628;1.5;238.000.000
Honda;HRV;Jakarta;Automatic;Putih;SUV;2017;98.539;1.5;206.000.000
Honda;HRV;Jakarta;Automatic;Hitam;SUV;2020;38.579;1.5;234.000.000
Honda;HRV;Jakarta;Automatic;Hitam;SUV;2020;35.467;1.5;233.000.000
Honda;HRV;Banten;Automatic;Silver;SUV;2020;49.508;1.5;232.000.000
Honda;HRV;Jawa_Barat;Automatic;Abu-Abu;SUV;2021;39.582;1.5;239.000.000
Honda;HRV;Jawa_Barat;Automatic;Hitam;SUV;2020;67.064;1.5;222.000.000
Honda;HRV;Banten;Automatic;Hitam;SUV;2019;75.829;1.5;238.000.000
Honda;HRV;Jawa_Barat;Automatic;Putih;SUV;2023;8.759;1.5;305.000.000
Honda;HRV;Banten;Automatic;Putih;SUV;2020;59.385;1.5;230.000.000
Honda;HRV;Banten;Automatic;Putih;SUV;2019;69.380;1.5;235.000.000
Honda;HRV;Banten;Automatic;Hitam;SUV;2019;56.780;1.5;237.000.000
Honda;HRV;Jakarta;Automatic;Putih;SUV;2021;36.578;1.5;236.000.000
Honda;HRV;Jawa_Barat;Automatic;Abu-Abu;SUV;2023;4.589;1.5;309.000.000
Honda;HRV;Jawa_Barat;Automatic;Hitam;SUV;2023;8.679;1.5;317.000.000
Honda;HRV;Banten;Automatic;Hitam;SUV;2017;124.000;1.5;173.000.000
Honda;HRV;Banten;Automatic;Abu-Abu;SUV;2017;78.699;1.5;192.000.000
Honda;HRV;Jakarta;Automatic;Abu-Abu;SUV;2020;53.349;1.5;232.000.000
Honda;HRV;Jawa_Barat;Automatic;Silver;SUV;2019;78.539;1.5;234.000.000
Honda;HRV;Jawa_Barat;Automatic;Hitam;SUV;2019;62.852;1.5;236.000.000
Honda;HRV;Jakarta;Automatic;Hitam;SUV;2022;29.419;1.5;287.500.000
Honda;HRV;Jawa_Barat;Automatic;Silver;SUV;2018;86.578;1.5;217.000.000
Honda;HRV;Jakarta;Automatic;Abu-Abu;SUV;2023;8.578;1.5;309.000.000
Honda;HRV;Jawa_Barat;Automatic;Abu-Abu;SUV;2021;28.475;1.5;239.000.000
Honda;HRV;Banten;Automatic;Abu-Abu;SUV;2023;12.384;1.5;308.000.000
Honda;HRV;Banten;Automatic;Silver;SUV;2018;98.537;1.5;215.000.000
Honda;HRV;Jawa_Barat;Automatic;Hitam;SUV;2021;34.928;1.5;238.000.000
Honda;HRV;Jawa_Barat;Automatic;Hitam;SUV;2020;58.637;1.5;234.000.000
Honda;HRV;Banten;Automatic;Putih;SUV;2020;48.370;1.5;232.000.000
Honda;HRV;Jakarta;Automatic;Abu-Abu;SUV;2022;23.840;1.5;285.000.000
Honda;HRV;Jawa_Barat;Automatic;Putih;SUV;2020;38.579;1.5;231.000.000
Honda;HRV;Jakarta;Automatic;Silver;SUV;2023;11.753;1.5;315.000.000
Honda;HRV;Banten;Automatic;Silver;SUV;2022;38.427;1.5;286.000.000
Honda;HRV;Jakarta;Automatic;Abu-Abu;SUV;2018;87.528;1.5;210.000.000
Honda;HRV;Jakarta;Automatic;Putih;SUV;2019;75.289;1.5;234.000.000
Honda;HRV;Jakarta;Automatic;Abu-Abu;SUV;2017;55.615;1.5;206.000.000
Honda;HRV;Jakarta;Automatic;Silver;SUV;2019;85.729;1.5;233.000.000
Honda;HRV;Jawa_Barat;Automatic;Silver;SUV;2023;24.820;1.5;313.000.000
Honda;HRV;Jawa_Barat;Automatic;Silver;SUV;2021;37.683;1.5;238.000.000
Honda;HRV;Jakarta;Automatic;Hitam;SUV;2021;24.829;1.5;239.000.000
Honda;HRV;Banten;Automatic;Putih;SUV;2018;98.268;1.5;205.000.000
Honda;HRV;Banten;Automatic;Silver;SUV;2020;23.852;1.5;234.000.000
Honda;HRV;Jakarta;Automatic;Silver;SUV;2017;98.520;1.5;204.000.000
Honda;HRV;Jakarta;Automatic;Silver;SUV;2018;85.728;1.5;215.000.000
Honda;HRV;Jawa_Barat;Automatic;Hitam;SUV;2021;34.729;1.5;238.000.000
Suzuki;Ertiga;Jawa_Barat;Automatic;Hitam;MPV;2020;35.870;1.5;182.000.000
Suzuki;Ertiga;Banten;Manual;Hitam;MPV;2022;13.958;1.5;160.000.000
Suzuki;Ertiga;Jakarta;Automatic;Abu-Abu;MPV;2020;49.589;1.5;181.000.000
Suzuki;Ertiga;Jawa_Barat;Automatic;Hitam;MPV;2020;54.980;1.5;182.000.000
Suzuki;Ertiga;Banten;Automatic;Hitam;MPV;2019;68.900;1.5;181.000.000
Suzuki;Ertiga;Banten;Automatic;Putih;MPV;2020;48.760;1.5;180.000.000
Suzuki;Ertiga;Banten;Manual;Putih;MPV;2018;56.470;1.5;165.000.000
Suzuki;Ertiga;Jakarta;Manual;Hitam;MPV;2019;57.869;1.5;147.000.000
Suzuki;Ertiga;Banten;Automatic;Putih;MPV;2023;8.679;1.5;216.000.000
Suzuki;Ertiga;Jawa_Barat;Automatic;Abu-Abu;MPV;2018;90.853;1.5;166.000.000
Suzuki;Ertiga;Banten;Manual;Putih;MPV;2022;17.680;1.5;187.000.000
Suzuki;Ertiga;Banten;Automatic;Silver;MPV;2019;76.839;1.5;175.000.000
Suzuki;Ertiga;Jawa_Barat;Manual;Abu-Abu;MPV;2017;98.294;1.5;127.000.000
Suzuki;Ertiga;Jawa_Barat;Manual;Putih;MPV;2019;85.729;1.5;145.000.000
Suzuki;Ertiga;Jawa_Barat;Manual;Putih;MPV;2017;96.420;1.5;137.000.000
Suzuki;Ertiga;Jakarta;Automatic;Putih;MPV;2022;24.829;1.5;215.000.000
Suzuki;Ertiga;Banten;Automatic;Putih;MPV;2018;76.739;1.5;157.000.000
Suzuki;Ertiga;Jawa_Barat;Automatic;Abu-Abu;MPV;2021;34.890;1.5;192.000.000
Suzuki;Ertiga;Jakarta;Automatic;Abu-Abu;MPV;2019;73.958;1.5;175.000.000
Suzuki;Ertiga;Banten;Manual;Hitam;MPV;2017;98.739;1.5;137.000.000
Suzuki;Ertiga;Banten;Automatic;Hitam;MPV;2022;28.379;1.5;209.000.000
Suzuki;Ertiga;Jakarta;Automatic;Hitam;MPV;2020;38.742;1.5;182.000.000
Suzuki;Ertiga;Banten;Manual;Putih;MPV;2019;86.739;1.5;166.000.000
Suzuki;Ertiga;Banten;Manual;Abu-Abu;MPV;2019;75.820;1.5;167.000.000
Suzuki;Ertiga;Jakarta;Automatic;Silver;MPV;2021;37.672;1.5;170.000.000
Suzuki;Ertiga;Banten;Automatic;Abu-Abu;MPV;2022;28.300;1.5;205.000.000
Suzuki;Ertiga;Jakarta;Manual;Abu-Abu;MPV;2018;87.560;1.5;158.000.000
Suzuki;Ertiga;Jawa_Barat;Manual;Putih;MPV;2022;25.638;1.5;187.000.000
Suzuki;Ertiga;Jakarta;Manual;Abu-Abu;MPV;2019;76.329;1.5;168.000.000
Suzuki;Ertiga;Jawa_Barat;Automatic;Abu-Abu;MPV;2020;31.270;1.5;181.000.000
Suzuki;Ertiga;Jawa_Barat;Manual;Abu-Abu;MPV;2019;65.728;1.5;167.000.000
Suzuki;Ertiga;Banten;Manual;Putih;MPV;2020;28.745;1.5;170.000.000
Suzuki;Ertiga;Jakarta;Automatic;Hitam;MPV;2018;75.620;1.5;167.000.000
Suzuki;Ertiga;Banten;Automatic;Abu-Abu;MPV;2021;27.529;1.5;192.000.000
Suzuki;Ertiga;Banten;Automatic;Putih;MPV;2019;64.290;1.5;175.000.000
Suzuki;Ertiga;Jawa_Barat;Manual;Hitam;MPV;2018;78.396;1.5;166.000.000
Suzuki;Ertiga;Jakarta;Manual;Hitam;MPV;2019;53.927;1.5;165.000.000
Suzuki;Ertiga;Jakarta;Automatic;Putih;MPV;2018;78.963;1.5;152.000.000
Suzuki;Ertiga;Jawa_Barat;Manual;Silver;MPV;2022;23.859;1.5;187.000.000
Suzuki;Ertiga;Jawa_Barat;Manual;Abu-Abu;MPV;2018;65.729;1.5;158.000.000
Suzuki;Ertiga;Banten;Manual;Hitam;MPV;2022;26.482;1.5;190.000.000
Suzuki;Ertiga;Banten;Manual;Silver;MPV;2019;68.927;1.5;165.000.000
Suzuki;Ertiga;Banten;Automatic;Silver;MPV;2021;37.657;1.5;172.000.000
Suzuki;Ertiga;Jakarta;Manual;Hitam;MPV;2018;69.386;1.5;167.000.000
Suzuki;Ertiga;Jawa_Barat;Manual;Silver;MPV;2020;35.790;1.5;172.000.000
Suzuki;Ertiga;Banten;Manual;Hitam;MPV;2022;18.490;1.5;189.000.000
Suzuki;Ertiga;Banten;Automatic;Hitam;MPV;2022;25.790;1.5;211.000.000
Suzuki;Ertiga;Jakarta;Manual;Abu-Abu;MPV;2021;38.759;1.5;172.000.000
Suzuki;Ertiga;Jawa_Barat;Automatic;Abu-Abu;MPV;2019;68.053;1.5;180.000.000
Suzuki;Ertiga;Jawa_Barat;Automatic;Putih;MPV;2020;46.825;1.5;180.000.000
Suzuki;Ignis;Jawa_Barat;Manual;Putih;MPV;2017;73.850;1.2;109.000.000
Suzuki;Ignis;Jakarta;Manual;Silver;MPV;2017;80.241;1.2;108.000.000
Suzuki;Ignis;Jakarta;Manual;Abu-Abu;MPV;2017;86.132;1.2;112.000.000
Suzuki;Ignis;Banten;Automatic;Merah;MPV;2017;62.036;1.2;121.000.000
Suzuki;Ignis;Jawa_Barat;Manual;Abu-Abu;MPV;2017;53.028;1.2;114.000.000
Suzuki;Ignis;Jakarta;Manual;Silver;MPV;2017;52.980;1.2;110.000.000
Suzuki;Ignis;Jakarta;Manual;Silver;MPV;2017;46.492;1.2;104.000.000
Suzuki;Ignis;Banten;Manual;Biru;MPV;2017;45.732;1.2;104.000.000
Suzuki;Ignis;Jawa_Barat;Manual;Merah;MPV;2017;20.830;1.2;94.000.000
Suzuki;Ignis;Banten;Manual;Silver;MPV;2017;46.794;1.2;104.000.000
Suzuki;Ignis;Jakarta;Manual;Abu-Abu;MPV;2018;48.951;1.2;103.000.000
Suzuki;Ignis;Jakarta;Automatic;Merah;MPV;2018;31.284;1.2;127.000.000
