Merek;Model;Daerah;Transmisi;Warna;Jenis;Tahun;Kilometer;Engine Size;Harga
Suzuki;Ignis;Jawa_Barat;Automatic;Putih;MPV;2018;69.476;1.2;127.000.000
Suzuki;Ignis;Jawa_Barat;Manual;Merah;MPV;2018;79.505;1.2;115.000.000
Suzuki;Ignis;Banten;Manual;Hitam;MPV;2018;56.882;1.2;117.000.000
Suzuki;Ignis;Jawa_Barat;Automatic;Merah;MPV;2018;46.261;1.2;129.000.000
Suzuki;Ignis;Banten;Automatic;Orange;MPV;2018;46.659;1.2;130.000.000
Suzuki;Ignis;Jakarta;Automatic;Biru;MPV;2018;53.239;1.2;127.000.000
Suzuki;Ignis;Jakarta;Automatic;Putih;MPV;2018;69.476;1.2;122.000.000
Suzuki;Ignis;Jakarta;Manual;Merah;MPV;2018;79.980;1.2;110.000.000
Suzuki;Ignis;Banten;Automatic;Merah;MPV;2018;45.980;1.2;125.000.000
Suzuki;Ignis;Banten;Manual;Hitam;MPV;2018;56.980;1.2;107.000.000
Suzuki;Ignis;Jakarta;Automatic;Abu-Abu;MPV;2019;31.377;1.2;127.000.000
Suzuki;Ignis;Jakarta;Automatic;Abu-Abu;MPV;2019;20.880;1.2;130.000.000
Suzuki;Ignis;Banten;Automatic;Abu-Abu;MPV;2019;65.020;1.2;129.000.000
Suzuki;Ignis;Jawa_Barat;Automatic;Orange;MPV;2019;26.511;1.2;130.000.000
Suzuki;Ignis;Jakarta;Automatic;Merah;MPV;2019;39.988;1.2;129.000.000
Suzuki;Ignis;Jakarta;Automatic;Biru;MPV;2019;52.616;1.2;139.000.000
Suzuki;Ignis;Banten;Automatic;Abu-Abu;MPV;2019;44.577;1.2;114.000.000
Suzuki;Ignis;Jawa_Barat;Automatic;Merah;MPV;2019;56.603;1.2;137.000.000
Suzuki;Ignis;Jakarta;Automatic;Orange;MPV;2020;26.752;1.2;142.000.000
Suzuki;Ignis;Jakarta;Manual;Abu-Abu;MPV;2020;25.676;1.2;127.000.000
Suzuki;Ignis;Jawa_Barat;Automatic;Silver;MPV;2020;31.772;1.2;151.000.000
Suzuki;Ignis;Jakarta;Manual;Orange;MPV;2020;35.713;1.2;124.000.000
Suzuki;Ignis;Jawa_Barat;Automatic;Biru;MPV;2020;31.996;1.2;150.000.000
Suzuki;Ignis;Banten;Manual;Abu-Abu;MPV;2020;28.318;1.2;126.000.000
Suzuki;Ignis;Banten;Automatic;Orange;MPV;2021;41.360;1.2;149.000.000
Suzuki;Ignis;Jakarta;Automatic;Putih;MPV;2021;30.372;1.2;152.000.000
Suzuki;Ignis;Jawa_Barat;Manual;Orange;MPV;2021;27.394;1.2;132.000.000
Suzuki;Ignis;Jakarta;Manual;Orange;MPV;2021;20.906;1.2;137.000.000
Suzuki;Ignis;Jakarta;Manual;Orange;MPV;2021;49.085;1.2;129.000.000
Suzuki;Ignis;Jakarta;Automatic;Putih;MPV;2021;27.680;1.2;154.000.000
Suzuki;Ignis;Jawa_Barat;Manual;Abu-Abu;MPV;2021;30.950;1.2;135.000.000
Suzuki;Ignis;Jawa_Barat;Automatic;Orange;MPV;2022;15.217;1.2;156.000.000
Suzuki;Ignis;Banten;Automatic;Abu-Abu;MPV;2022;30.294;1.2;157.000.000
Suzuki;Ignis;Jawa_Barat;Automatic;Abu-Abu;MPV;2022;25.769;1.2;159.000.000
Suzuki;Ignis;Banten;Automatic;Hitam;MPV;2023;10.000;1.2;165.000.000
Suzuki;Ignis;Banten;Automatic;Orange;MPV;2023;12.290;1.2;159.000.000
Suzuki;Ignis;Jawa_Barat;Automatic;Abu-Abu;MPV;2023;12.950;1.2;166.000.000
Suzuki;Ignis;Jakarta;Automatic;Merah;MPV;2023;30.490;1.2;160.000.000
Suzuki;Baleno;Banten;Automatic;Putih;Hatchback;2021;37.768;1.5;189.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Putih;Hatchback;2023;7.000;1.5;219.000.000
Suzuki;Baleno;Banten;Manual;Hitam;Hatchback;2022;7.395;1.5;185.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Putih;Hatchback;2017;31.192;1.5;151.000.000
Suzuki;Baleno;Jakarta;Automatic;Silver;Hatchback;2019;48.000;1.5;148.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Putih;Hatchback;2017;81.000;1.5;148.000.000
Suzuki;Baleno;Jakarta;Automatic;Putih;Hatchback;2022;6.481;1.5;185.000.000
Suzuki;Baleno;Jakarta;Automatic;Hitam;Hatchback;2023;7.729;1.5;212.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Merah;Hatchback;2017;56.934;1.5;152.000.000
Suzuki;Baleno;Banten;Automatic;Putih;Hatchback;2019;53.287;1.5;170.000.000
Suzuki;Baleno;Banten;Automatic;Abu-Abu;Hatchback;2017;36.231;1.5;154.000.000
Suzuki;Baleno;Banten;Automatic;Hitam;Hatchback;2017;34.080;1.5;155.000.000
Suzuki;Baleno;Banten;Automatic;Biru;Hatchback;2018;70.000;1.5;149.000.000
Suzuki;Baleno;Jakarta;Automatic;Putih;Hatchback;2017;89.678;1.5;147.000.000
Suzuki;Baleno;Jakarta;Automatic;Abu-Abu;Hatchback;2020;22.047;1.5;185.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Merah;Hatchback;2017;68.579;1.5;150.000.000
Suzuki;Baleno;Banten;Automatic;Merah;Hatchback;2018;47.540;1.5;163.000.000
Suzuki;Baleno;Jakarta;Automatic;Hitam;Hatchback;2017;53.638;1.5;155.000.000
Suzuki;Baleno;Jakarta;Automatic;Putih;Hatchback;2023;22.000;1.5;205.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Putih;Hatchback;2019;39.852;1.5;172.000.000
Suzuki;Baleno;Banten;Automatic;Hitam;Hatchback;2023;18.570;1.5;212.000.000
Suzuki;Baleno;Banten;Automatic;Merah;Hatchback;2019;55.821;1.5;160.000.000
Suzuki;Baleno;Banten;Automatic;Silver;Hatchback;2021;28.993;1.5;191.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Abu-Abu;Hatchback;2019;45.227;1.5;168.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Abu-Abu;Hatchback;2023;4.124;1.5;213.000.000
Suzuki;Baleno;Jakarta;Automatic;Putih;Hatchback;2023;4.114;1.5;212.000.000
Suzuki;Baleno;Jakarta;Manual;Abu-Abu;Hatchback;2022;14.808;1.5;183.000.000
Suzuki;Baleno;Banten;Automatic;Hitam;Hatchback;2019;51.839;1.5;156.000.000
Suzuki;Baleno;Banten;Automatic;Merah;Hatchback;2020;49.475;1.5;183.000.000
Suzuki;Baleno;Jakarta;Automatic;Putih;Hatchback;2023;29.380;1.5;210.000.000
Suzuki;Baleno;Jawa_Barat;Manual;Abu-Abu;Hatchback;2021;8.431;1.5;174.000.000
Suzuki;Baleno;Jakarta;Automatic;Putih;Hatchback;2018;52.939;1.5;162.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Hitam;Hatchback;2023;12.859;1.5;213.000.000
Suzuki;Baleno;Banten;Automatic;Hitam;Hatchback;2019;45.227;1.5;158.000.000
Suzuki;Baleno;Jakarta;Automatic;Merah;Hatchback;2019;53.482;1.5;157.000.000
Suzuki;Baleno;Banten;Automatic;Silver;Hatchback;2017;42.197;1.5;166.000.000
Suzuki;Baleno;Jakarta;Automatic;Abu-Abu;Hatchback;2017;5.870;1.5;214.000.000
Suzuki;Baleno;Jakarta;Manual;Hitam;Hatchback;2022;28.520;1.5;184.000.000
Suzuki;Baleno;Banten;Manual;Abu-Abu;Hatchback;2020;29.589;1.5;179.000.000
Suzuki;Baleno;Jakarta;Manual;Abu-Abu;Hatchback;2021;28.950;1.5;168.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Abu-Abu;Hatchback;2019;53.820;1.5;159.000.000
Suzuki;Baleno;Jakarta;Automatic;Abu-Abu;Hatchback;2017;12.840;1.5;213.000.000
Suzuki;Baleno;Banten;Manual;Hitam;Hatchback;2022;15.720;1.5;185.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Abu-Abu;Hatchback;2020;53.365;1.5;170.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Hitam;Hatchback;2023;7.289;1.5;214.000.000
Suzuki;Baleno;Banten;Automatic;Abu-Abu;Hatchback;2020;40.045;1.5;178.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Merah;Hatchback;2018;70.159;1.5;149.000.000
Suzuki;Baleno;Jakarta;Automatic;Silver;Hatchback;2023;2.859;1.5;213.000.000
Suzuki;Baleno;Banten;Automatic;Hitam;Hatchback;2017;76.839;1.5;214.000.000
Suzuki;Baleno;Jawa_Barat;Automatic;Abu-Abu;Hatchback;2023;2.859;1.5;215.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Putih;MPV;2021;68.000;1.5;215.000.000
Suzuki;XL7;Jakarta;Automatic;Coklat;MPV;2023;28.383;1.5;217.000.000
Suzuki;XL7;Jakarta;Automatic;Orange;MPV;2021;30.001;1.5;209.000.000
Suzuki;XL7;Jakarta;Automatic;Putih;MPV;2023;40.000;1.5;211.500.000
Suzuki;XL7;Jakarta;Automatic;Abu-Abu;MPV;2023;17.738;1.5;199.000.000
Suzuki;XL7;Banten;Automatic;Putih;MPV;2021;42.579;1.5;202.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Hitam;MPV;2021;41.662;1.5;207.000.000
Suzuki;XL7;Jakarta;Automatic;Coklat;MPV;2020;53.670;1.5;199.000.000
Suzuki;XL7;Banten;Automatic;Orange;MPV;2020;65.737;1.5;202.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Orange;MPV;2022;28.000;1.5;209.000.000
Suzuki;XL7;Banten;Automatic;Coklat;MPV;2023;14.870;1.5;225.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Coklat;MPV;2022;20.106;1.5;215.000.000
Suzuki;XL7;Jakarta;Automatic;Abu-Abu;MPV;2022;12.998;1.5;207.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Abu-Abu;MPV;2022;28.590;1.5;205.000.000
Suzuki;XL7;Banten;Automatic;Hitam;MPV;2021;73.775;1.5;197.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Hitam;MPV;2020;68.390;1.5;202.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Coklat;MPV;2022;28.790;1.5;213.000.000
Suzuki;XL7;Banten;Automatic;Abu-Abu;MPV;2022;15.790;1.5;207.000.000
Suzuki;XL7;Jakarta;Automatic;Abu-Abu;MPV;2021;37.538;1.5;195.000.000
Suzuki;XL7;Jakarta;Automatic;Coklat;MPV;2020;56.900;1.5;201.000.000
Suzuki;XL7;Banten;Automatic;Abu-Abu;MPV;2022;39.050;1.5;200.000.000
Suzuki;XL7;Banten;Automatic;Coklat;MPV;2022;37.590;1.5;210.000.000
Suzuki;XL7;Banten;Automatic;Coklat;MPV;2022;18.390;1.5;205.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Putih;MPV;2021;34.375;1.5;203.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Hitam;MPV;2020;69.580;1.5;200.000.000
Suzuki;XL7;Banten;Automatic;Orange;MPV;2022;14.251;1.5;212.000.000
Suzuki;XL7;Banten;Automatic;Coklat;MPV;2020;49.760;1.5;202.000.000
Suzuki;XL7;Banten;Automatic;Putih;MPV;2021;32.790;1.5;202.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Orange;MPV;2022;38.598;1.5;210.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Orange;MPV;2021;35.986;1.5;188.000.000
Suzuki;XL7;Banten;Automatic;Coklat;MPV;2020;31.279;1.5;203.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Hitam;MPV;2020;35.268;1.5;201.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Hitam;MPV;2020;39.579;1.5;200.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Abu-Abu;MPV;2021;27.549;1.5;198.000.000
Suzuki;XL7;Jakarta;Automatic;Putih;MPV;2020;47.599;1.5;205.000.000
Suzuki;XL7;Banten;Automatic;Coklat;MPV;2022;12.340;1.5;207.000.000
Suzuki;XL7;Banten;Automatic;Coklat;MPV;2023;13.717;1.5;197.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Hitam;MPV;2021;28.490;1.5;207.000.000
Suzuki;XL7;Banten;Automatic;Orange;MPV;2022;37.586;1.5;210.000.000
Suzuki;XL7;Jakarta;Automatic;Hitam;MPV;2021;37.290;1.5;205.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Orange;MPV;2020;42.637;1.5;202.000.000
Suzuki;XL7;Banten;Automatic;Abu-Abu;MPV;2020;45.989;1.5;190.000.000
Suzuki;XL7;Banten;Automatic;Putih;MPV;2023;3.578;1.5;203.000.000
Suzuki;XL7;Jakarta;Automatic;Abu-Abu;MPV;2022;39.580;1.5;205.000.000
Suzuki;XL7;Banten;Automatic;Orange;MPV;2023;18.175;1.5;225.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Orange;MPV;2020;40.865;1.5;201.000.000
Suzuki;XL7;Banten;Automatic;Orange;MPV;2023;15.368;1.5;225.000.000
Suzuki;XL7;Banten;Automatic;Putih;MPV;2021;34.008;1.5;201.000.000
Suzuki;XL7;Jawa_Barat;Automatic;Putih;MPV;2022;20.172;1.5;220.000.000
Suzuki;XL7;Banten;Automatic;Putih;MPV;2023;27.400;1.5;200.000.000
Mitsubishi;Xpander;Banten;Manual;Silver;MPV;2017;37.291;1.5;187.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Putih;MPV;2017;23.947;1.5;189.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Merah;MPV;2017;70.000;1.5;179.000.000
Mitsubishi;Xpander;Banten;Automatic;Putih;MPV;2020;37.000;1.5;195.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Hitam;MPV;2021;35.693;1.5;220.000.000
Mitsubishi;Xpander;Jakarta;Manual;Silver;MPV;2018;63.000;1.5;175.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Hitam;MPV;2022;63.394;1.5;253.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Hitam;MPV;2021;37.000;1.5;210.500.000
Mitsubishi;Xpander;Jakarta;Automatic;Hitam;MPV;2020;56.351;1.5;216.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Abu-Abu;MPV;2021;54.088;1.5;225.000.000
Mitsubishi;Xpander;Jawa_Barat;Manual;Silver;MPV;2023;25.000;1.5;193.500.000
Mitsubishi;Xpander;Jawa_Barat;Manual;Silver;MPV;2019;30.378;1.5;199.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Abu-Abu;MPV;2020;38.872;1.5;227.000.000
Mitsubishi;Xpander;Banten;Automatic;Putih;MPV;2021;25.862;1.5;198.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Silver;MPV;2021;52.175;1.5;255.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Silver;MPV;2022;31.000;1.5;229.500.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Silver;MPV;2020;62.639;1.5;190.000.000
Mitsubishi;Xpander;Banten;Automatic;Putih;MPV;2020;62.880;1.5;210.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Putih;MPV;2020;98.520;1.5;195.000.000
Mitsubishi;Xpander;Banten;Automatic;Hitam;MPV;2023;11.664;1.5;252.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Hitam;MPV;2023;12.580;1.5;252.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Putih;MPV;2021;30.703;1.5;218.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Putih;MPV;2023;10.154;1.5;268.000.000
Mitsubishi;Xpander;Banten;Automatic;Merah;MPV;2019;57.359;1.5;178.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Hitam;MPV;2023;21.590;1.5;226.000.000
Mitsubishi;Xpander;Banten;Automatic;Putih;MPV;2023;17.580;1.5;230.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Silver;MPV;2021;56.320;1.5;220.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Merah;MPV;2019;81.000;1.5;177.500.000
Mitsubishi;Xpander;Banten;Automatic;Abu-Abu;MPV;2019;72.659;1.5;196.000.000
Mitsubishi;Xpander;Banten;Manual;Abu-Abu;MPV;2018;82.000;1.5;181.500.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Hitam;MPV;2018;87.852;1.5;193.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Silver;MPV;2018;76.883;1.5;194.000.000
Mitsubishi;Xpander;Banten;Automatic;Silver;MPV;2023;19.470;1.5;230.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Abu-Abu;MPV;2023;12.650;1.5;235.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Silver;MPV;2020;47.590;1.5;192.000.000
Mitsubishi;Xpander;Banten;Automatic;Silver;MPV;2019;50.870;1.5;206.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Abu-Abu;MPV;2020;58.089;1.5;225.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Hitam;MPV;2019;52.053;1.5;204.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Silver;MPV;2023;34.683;1.5;225.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Silver;MPV;2019;58.450;1.5;207.000.000
Mitsubishi;Xpander;Jakarta;Manual;Hitam;MPV;2018;84.290;1.5;174.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Silver;MPV;2018;75.455;1.5;178.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Hitam;MPV;2019;14.448;1.5;205.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Hitam;MPV;2020;65.782;1.5;215.000.000
Mitsubishi;Xpander;Banten;Automatic;Abu-Abu;MPV;2018;74.241;1.5;188.000.000
Mitsubishi;Xpander;Jakarta;Automatic;Silver;MPV;2020;45.792;1.5;192.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Silver;MPV;2021;43.688;1.5;238.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Coklat;MPV;2019;66.462;1.5;203.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Putih;MPV;2022;23.000;1.5;240.000.000
Mitsubishi;Xpander;Jawa_Barat;Automatic;Putih;MPV;2020;75.627;1.5;197.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Putih;MPV;2020;62.000;1.5;223.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Putih;MPV;2019;77.531;1.5;219.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Abu-Abu;MPV;2022;24.000;1.5;268.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Putih;MPV;2023;21.000;1.5;285.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Putih;MPV;2021;42.540;1.5;239.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Silver;MPV;2020;55.148;1.5;227.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Putih;MPV;2023;8.000;1.5;289.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Orange;MPV;2020;62.231;1.5;234.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Hitam;MPV;2022;24.057;1.5;271.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Abu-Abu;MPV;2023;39.000;1.5;272.500.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Putih;MPV;2021;49.000;1.5;234.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Hitam;MPV;2020;67.000;1.5;215.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Hitam;MPV;2021;45.338;1.5;233.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Silver;MPV;2019;39.621;1.5;215.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Hitam;MPV;2022;23.290;1.5;271.500.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Silver;MPV;2022;7.552;1.5;263.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Putih;MPV;2019;30.646;1.5;229.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Hitam;MPV;2019;54.166;1.5;249.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Hitam;MPV;2021;61.959;1.5;231.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Putih;MPV;2020;44.104;1.5;228.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Hitam;MPV;2021;53.025;1.5;238.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Abu-Abu;MPV;2023;33.000;1.5;279.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Abu-Abu;MPV;2020;38.872;1.5;227.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Silver;MPV;2020;23.840;1.5;229.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Abu-Abu;MPV;2022;32.840;1.5;257.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Putih;MPV;2020;45.790;1.5;232.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Hitam;MPV;2022;34.830;1.5;269.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Abu-Abu;MPV;2021;30.921;1.5;238.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Manual;Hitam;MPV;2022;8.273;1.5;222.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Manual;Hitam;MPV;2022;15.800;1.5;224.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Hitam;MPV;2022;24.000;1.5;271.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Abu-Abu;MPV;2021;23.409;1.5;241.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Hitam;MPV;2023;14.000;1.5;285.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Silver;MPV;2022;24.360;1.5;262.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Silver;MPV;2019;53.462;1.5;214.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Hitam;MPV;2021;39.872;1.5;243.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Hitam;MPV;2023;9.000;1.5;289.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Abu-Abu;MPV;2022;45.327;1.5;255.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Silver;MPV;2022;24.357;1.5;262.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Putih;MPV;2019;57.680;1.5;225.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Putih;MPV;2021;53.058;1.5;240.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Hitam;MPV;2020;67.839;1.5;220.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Hitam;MPV;2020;34.850;1.5;240.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Putih;MPV;2023;17.000;1.5;288.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Silver;MPV;2022;13.458;1.5;263.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Abu-Abu;MPV;2022;32.840;1.5;257.000.000
Mitsubishi;Xpander_Cross;Jawa_Barat;Automatic;Hitam;MPV;2019;47.590;1.5;243.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Putih;MPV;2020;60.485;1.5;230.000.000
Mitsubishi;Xpander_Cross;Jakarta;Automatic;Putih;MPV;2019;34.568;1.5;226.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Putih;MPV;2022;18.806;1.5;245.000.000
Mitsubishi;Xpander_Cross;Banten;Automatic;Hitam;MPV;2021;45.378;1.5;242.000.000
